name	line	PID	field	robust	moswt	type	bmaj	bmin	vis	spw	thresh	velwid	viswid	TP	origMS	origspw	TODO	
N159W	H40a	2012.1.00554	N159W	1.5	T	12p7	3	2.1	['2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X74d4df_X913_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X7c18c1_X6c6_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X44e_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X66f_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X796777_X493_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X9d355b_Xa00_targets_line.ms']	['23','23','22','22','22','22']	0.01	1.5	1.48	"2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TP_X23a/uid___A001_X147_X23a.N159W_sci.spw23.cube.I.sd.canon"				
N159W	SO3221	2012.1.00554	N159W	1.5	T	12p7	2.9	2.1	['2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X74d4df_X913_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X7c18c1_X6c6_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X44e_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X66f_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X796777_X493_targets_line.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X9d355b_Xa00_targets_line.ms']	['23','23','22','22','22','22']	0.01	1.5	1.48	"2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TP_X23a/uid___A001_X147_X23a.N159W_sci.spw23.cube.I.sd.canon"				
N159W	cont3mm	2012.1.00554	N159W	1.5	T	12p7	2.9	2	['2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X74d4df_X913_targets.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/TM_X3af/uid___A002_X7c18c1_X6c6_targets.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X44e_targets.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X74deb6_X66f_targets.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X796777_X493_targets.ms','2012.1.00554.fukui/B3_uid___A002_X5d7935_X3ad_N159W_13CO10/7M_X3b1/uid___A002_X9d355b_Xa00_targets.ms']	['23:3~1800;2600~3810','23:3~1800;2600~3810','22:3~1800;2600~3810','22:3~1800;2600~3810','22:3~1800;2600~3810','22:3~1800;2600~3810']	3.00E-04	1.5	1.48	x				
N159W	12CO10	2019.1.00915	Ridge-N4	2	T	12p7	2.2	1.8	['2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/TM_X1ff9/uid___A002_Xe34c04_X3373_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe34c04_X4a54_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe3a5fd_X15edc_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe3da01_Xb1f6_targets_line.ms']	['25','16','16','16']	0.05	0.2	0.08	"2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/TP_X1ffd/member.uid___A001_X1465_X1ffd.Ridge-N4_sci.spw17.cube.I.sd.hann.canon"				
N159W	12CO21	2012.1.00554	N159W	2	F	12p7	1.4	1.1	['2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X74a173_X23b7_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X7b492c_X4a0_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f2c6e_X3529_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f4daf_X112c_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f6a58_X6ff_targets_line.ms']	['17','17','16','16','16']	nsigma=1.5	0.2	0.02	x			check weather > maybe an outlier antenna in 1 eb but overall weather is fine ->>> Could need to go deeper -> The image probably won't improve, but deeper might help?	
N159W	13CO21	2012.1.00554	N159W	2	F	12p7	1.5	1.1	['2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X74a173_X23b7_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X7b492c_X4a0_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f2c6e_X3529_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f4daf_X112c_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f6a58_X6ff_targets_line.ms']	['21','21','20','20','20']	0.04	0.2	0.02	x			bowls	
N159W	C18O21	2012.1.00554	N159W	2	F	12p7	1.5	1.1	['2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X74a173_X23b7_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X7b492c_X4a0_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f2c6e_X3529_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f4daf_X112c_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f6a58_X6ff_targets_line.ms']	['23','23','22','22','22']	0.02	0.2	0.02	x				
N159W	H30a	2012.1.00554	N159W	2	F	12p7	1.4	1.1	['2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X74a173_X23b7_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X7b492c_X4a0_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f2c6e_X3529_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f4daf_X112c_targets_line.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f6a58_X6ff_targets_line.ms']	['19','19','18','18','18']	0.05	0.8	0.63	x				
N159W	cont1mm	2012.1.00554	N159W	2	F	12p7	1.3	1.1	['2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X74a173_X23b7_targets.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/TM_X3a9/uid___A002_X7b492c_X4a0_targets.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f2c6e_X3529_targets.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f4daf_X112c_targets.ms','2012.1.00554.fukui/B6_uid___A002_X5d7935_X3a7_N159W_CO21/7M_X3ab/uid___A002_X6f6a58_X6ff_targets.ms']	['19:5~1500;1950~3810','19:5~1500;1950~3810','18:5~1500;1950~3810','18:5~1500;1950~3810','18:5~1500;1950~3810']	2.50E-04	0.8	0.63	x				
N159S	13CO10	2016.1.00782	N159S	1.5	T	12p7	2.6	1.8	['2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc4a22_X101a_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc5a0f_X11d4_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbc4d2_X191b_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbf310_X144a_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/TM_X81b/uid___A002_Xbc22e9_X69c_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/7M_X81d/uid___A002_Xbbadbe_X33fc_targets_line.ms/']	['29','29','20','20','29','20']	0.01	0.4	0.3	"2016.1.00782.chen/image/n159s_13CO10.MAGMA.jybm.gridto12.image"				
N159S	CS21	2016.1.00782	N159S	1.5	T	12p7	3	2.1	['2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc4a22_X101a_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc5a0f_X11d4_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbc4d2_X191b_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbf310_X144a_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/TM_X81b/uid___A002_Xbc22e9_X69c_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/7M_X81d/uid___A002_Xbbadbe_X33fc_targets_line.ms/']	['37','37','30','30','37','30']	0.005	0.4	0.37	x				
N159S	C18O10	2016.1.00782	N159S	1.5	T	12p7	3	2.1	['2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc4a22_X101a_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc5a0f_X11d4_targets_line.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbc4d2_X191b_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbf310_X144a_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/TM_X81b/uid___A002_Xbc22e9_X69c_targets_line.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/7M_X81d/uid___A002_Xbbadbe_X33fc_targets_line.ms/']	['25','25','16','16','25','26']	0.01	0.4	0.3	x				
N159S	cont3mm	2016.1.00782	N159S	1.5	T	12p7	3	2.1	['2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc4a22_X101a_targets.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/TM_X815/uid___A002_Xbc5a0f_X11d4_targets.ms','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbc4d2_X191b_targets.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X813_N159S-1_13CO10/7M_X817/uid___A002_Xbbf310_X144a_targets.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/TM_X81b/uid___A002_Xbc22e9_X69c_targets.ms/','2016.1.00782.chen/B3_uid___A001_X87c_X819_N159S-2_13CO10/7M_X81d/uid___A002_Xbbadbe_X33fc_targets.ms/']	['21:96.7GHz~97.8GHz','21:96.7GHz~97.8GHz','22:96.7GHz~97.8GHz','22:96.7GHz~97.8GHz','21:96.7GHz~97.8GHz','22:96.7GHz~97.8GHz']	0.01	1	0.3	x				
N159S	12CO10	2019.1.00915	Ridge-N5	2	T	12p7	2.2	1.8	['2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/TM_X1ff9/uid___A002_Xe34c04_X3373_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe34c04_X4a54_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe3a5fd_X15edc_targets_line.ms','2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/7M_X1ffb/uid___A002_Xe3da01_Xb1f6_targets_line.ms']	['25','16','16','16']	0.05	0.4	0.08	"2019.1.00915.sawada/B3_uid___A001_X1465_X1ff7_N159/TP_X1ffd/member.uid___A001_X1465_X1ffd.Ridge-N5_sci.spw17.cube.I.sd.hann.canon"				
N159S	12CO21	2016.1.00782	N159S	1.5	T	12p7	2.1	1.5	["2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/TM_X821/uid___A002_Xbe9cf2_X220_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/TM_Xc24/uid___A002_Xbe9cf2_X50e_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X219b_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X737c_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X8488_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb154b_X2244_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb54fa_X101a_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb5cfb_X1671_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X1e8e_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X2dd7_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X3a76_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X9c67_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xa9f9_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xb2e8_line.ms/"]	['27','25','18','18','18','16','16','16','16','16','16','16','16','16']	nsigma=3	0.4	0.16	"apex_N159S/N159S-12CO21_Tmb.canon"				
N159S	13CO21	2016.1.00782	N159S	1.5	T	12p7	2	1.5	["2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/TM_X821/uid___A002_Xbe9cf2_X220_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/TM_Xc24/uid___A002_Xbe9cf2_X50e_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X219b_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X737c_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X8488_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb154b_X2244_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb54fa_X101a_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb5cfb_X1671_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X1e8e_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X2dd7_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X3a76_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X9c67_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xa9f9_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xb2e8_line.ms/"]	['39','39','32','32','32','32','32','32','32','32','32','32','32','32']	0.05	0.4	0.16	"apex_N159S/N159S-13CO21_Tmb.canon"				
N159S	C18O21	2016.1.00782	N159S	1.5	T	12p7	2	1.5	["2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/TM_X821/uid___A002_Xbe9cf2_X220_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/TM_Xc24/uid___A002_Xbe9cf2_X50e_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X219b_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X737c_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X8488_targets_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb154b_X2244_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb54fa_X101a_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb5cfb_X1671_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X1e8e_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X2dd7_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X3a76_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X9c67_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xa9f9_line.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xb2e8_line.ms/"]	['37','37','30','30','30','30','30','30','30','30','30','30','30','30']	0.05	0.4	0.16	x				
N159S	cont1mm	2016.1.00782	N159S	1.5	T	12p7	2	1.5	["2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/TM_X821/uid___A002_Xbe9cf2_X220_targets.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/TM_Xc24/uid___A002_Xbe9cf2_X50e_targets.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X219b_targets.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X737c_targets.ms/","2016.1.00782.chen/B6_uid___A001_X87c_X81f_N159S-2_CO21/7M_X823/uid___A002_Xbb85b6_X8488_targets.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb154b_X2244_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb54fa_X101a_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb5cfb_X1671_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X1e8e_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X2dd7_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X3a76_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_X9c67_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xa9f9_cont.ms/","2016.1.00782.chen/B6_uid___A001_X87d_Xc22_N159S-1_CO21/7M_Xc26/uid___A002_Xbb7114_Xb2e8_cont.ms/"]	['19','19','20','20','20','20','20','20','20','20','20','20','20','20']	0.0003	1	0.16	x				
																		
N55	13CO10	2012.1.00335,2013.1.00214	N55 	1	T	12p7	3.8	2.7	["2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/TM_Xd0/uid___A002_X98ed3f_X21cf_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/TM_Xd0/uid___A002_X9a24bb_X1460_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X77da97_Xc17_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X785e52_Xf3b_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_X1225_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_X7c6_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_Xd25_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X8081ba_X4b0a_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X972bd6_Xe14_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9d4710_X20b3_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9f54f7_X599_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9fa4e2_X178_targets_line.ms"]	['17','17','16','16','16','16','16','16','16','16','16','16']	0.01	0.2	0.11	x				
N55	CS21	2012.1.00335,2013.1.00214	N55 	0.5	F	12p7	3.7	2.6	["2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/TM_Xd0/uid___A002_X98ed3f_X21cf_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/TM_Xd0/uid___A002_X9a24bb_X1460_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X77da97_Xc17_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X785e52_Xf3b_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_X1225_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_X7c6_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X78cd19_Xd25_targets_line.ms","2012.1.00335.onishi/B3_uid___A002_X75fbd6_X2c_N55_13CO10/7M_X30/uid___A002_X8081ba_X4b0a_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X972bd6_Xe14_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9d4710_X20b3_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9f54f7_X599_targets_line.ms","2013.1.00214.onishi/B3_uid___A001_X146_Xce_N55_13CO10/7M_Xd2/uid___A002_X9fa4e2_X178_targets_line.ms"]	['21','21','20','20','20','20','20','20','20','20','20','20']	0.01	0.2	0.13	x				
