name	line	PID	field	robust	moswt	type	bmaj	bmin	vis	spw	thresh	velwid	viswid	TP	origMS	origspw	TODO	
N79	SO3221	2017.1.00093	YSO01	1.5	T	12p7	2.6	1.9	['2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8d560_Xa994_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_X88da_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8d560_X9c47_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_Xb52_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8b2b0_Xdc1_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc86fe5_Xa8ea_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_X967c_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/TM_X1d45/uid___A002_Xcb7a9d_X66d_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/TM_X1d45/uid___A002_Xcb8a93_X1b2_targets_line.ms']	['24','24','24','24','24','24','24','31','31']	0.004	3	2.9	x				
N79	H40a	2017.1.00093	YSO01	1.5	T	12p7	2.6	1.9	['2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8d560_Xa994_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_X88da_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8d560_X9c47_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_Xb52_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8b2b0_Xdc1_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc86fe5_Xa8ea_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/7M_X1d47/uid___A002_Xc8ed16_X967c_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/TM_X1d45/uid___A002_Xcb7a9d_X66d_targets_line.ms','2017.1.00093.onishi/B3_uid___A001_X1284_X1d43_13CO10/TM_X1d45/uid___A002_Xcb8a93_X1b2_targets_line.ms']	['24','24','24','24','24','24','24','31','31']	0.006	3	2.9	x				
N79	12CO21	2015.1.01155+2017.1.00093	J72.971176-69.391112	1.5	T	12p7	2	1	['2013.1.01155.meixner/B6_uid___A001_X13f_X176_CO21/TC_X17a/uid___A002_X9a9a13_Xd15_targets_line.ms/']	['17']	0.03	0.2	0.16	"2017.1.00093.onishi/B6_uid___A001_X1284_X1d49_CO21/TP_YSO01_02_X117/member.uid___A001_X12d0_X117.YSO01.spw17.I.sd.im.hann.canon/"	  			
N79	13CO21	2015.1.01155+2017.1.00093	J72.971176-69.391112	1.5	T	12p7	2	1.1	['2013.1.01155.meixner/B6_uid___A001_X13f_X176_CO21/TC_X17a/uid___A002_X9a9a13_Xd15_targets_line.ms/']	['21']	0.03	0.2	0.16	"2017.1.00093.onishi/B6_uid___A001_X1284_X1d49_CO21/TP_YSO01_02_X117/member.uid___A001_X12d0_X117.YSO01.spw23.I.sd.im.canon/"	  			
N79	C18O21	2015.1.01155+2017.1.00093	J72.971176-69.391112	1.5	T	12p7	2	1.1	['2013.1.01155.meixner/B6_uid___A001_X13f_X176_CO21/TC_X17a/uid___A002_X9a9a13_Xd15_targets_line.ms/']	['23']	0.03	0.2	0.16	"2017.1.00093.onishi/B6_uid___A001_X1284_X1d49_CO21/TP_YSO01_02_X117/member.uid___A001_X12d0_X117.YSO01.spw21.I.sd.im.canon/"	  			
N79	H30ax	2015.1.01155+2017.1.00093	J72.971176-69.391112	1.5	T	12p7	1.8	1	['2013.1.01155.meixner/B6_uid___A001_X13f_X176_CO21/TC_X17a/uid___A002_X9a9a13_Xd15_targets_line.ms/']	['19']	0.03	TDM	0.16	"2017.1.00093.onishi/B6_uid___A001_X1284_X1d49_CO21/TP_YSO01_02_X117/member.uid___A001_X12d0_X117.YSO01.spw19.I.sd.im.canon/"	  			
N79	cont1mm	2015.1.01155+2017.1.00093	J72.971176-69.391112	1.5	T	12p7	1.9	1	['2013.1.01155.meixner/B6_uid___A001_X13f_X176_CO21/TC_X17a/uid___A002_X9a9a13_Xd15_targets.ms/']	['19:230.8GHz~231.6GHz;231.9GHz~232.8GHz']	0.0005	0.2	0.16	x	  			
N171	13CO10	2012.1.00603,2015.1.00196,2016.1.000633	['N171','N171','N171','N171','N171','N171','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.4	1.8	['2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TM_Xdc/uid___A002_X75d7ca_X166f_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75d7ca_X117e_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X4c6_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X6fd_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9a9a13_Xada_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9aa6ef_X1e3_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['17','16','16','16','16','17','25','25','16','16','16','16','16','16','16','16','16']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw17.hann.canon"				
N171	C18O10	2012.1.00603,2015.1.00196,2016.1.000633	['N171','N171','N171','N171','N171','N171','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.4	1.9	['2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TM_Xdc/uid___A002_X75d7ca_X166f_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75d7ca_X117e_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X4c6_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X6fd_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9a9a13_Xada_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9aa6ef_X1e3_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['19','18','18','18','18','19','27','27','18','18','18','18','18','18','18','18','18']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw19.hann.canon"				
N171	CS21	2012.1.00603,2015.1.00196,2016.1.000633	['N171','N171','N171','N171','N171','N171','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.6	2	['2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TM_Xdc/uid___A002_X75d7ca_X166f_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75d7ca_X117e_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X4c6_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X6fd_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9a9a13_Xada_targets_line.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9aa6ef_X1e3_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['21','20','20','20','20','21','29','29','20','20','20','20','20','20','20','20','20']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw21.hann.canon"				
N171	cont3mm	2012.1.00603,2015.1.00196,2016.1.000633	['N171','N171','N171','N171','N171','N171','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.7	2	['2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TM_Xdc/uid___A002_X75d7ca_X166f_targets.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75d7ca_X117e_targets.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X4c6_targets.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X75f169_X6fd_targets.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9a9a13_Xada_targets.ms','2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/7M_Xde/uid___A002_X9aa6ef_X1e3_targets.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets.ms/']	['23:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','23:98GHz~98.8GHz;99.3GHz~100GHz','23','23','22','22','22','22','22','22','22','22','22']	0.0003	1.5	1.4	x				
N171d	13CO10	2015.1.00196,2016.1.000633	['LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.4	1.8	['2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['17','16','16','16','16','17','25','25','16','16','16','16','16','16','16','16','16']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw17.hann.canon"				
N171d	C18O10	2015.1.00196,2016.1.000633	['LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.4	1.9	['2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['19','18','18','18','18','19','27','27','18','18','18','18','18','18','18','18','18']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw19.hann.canon"				
N171d	CS21	2015.1.00196,2016.1.000633	['LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.6	2	['2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['21','20','20','20','20','21','29','29','20','20','20','20','20','20','20','20','20']	0.006	0.4	0.33	"2012.1.00603.kawamura/B3_uid___A002_X6f9b0f_Xdb_N171_13CO10/TP_Xd4/N171_B3_TP.spw21.hann.canon"				
N171d	cont3mm	2015.1.00196,2016.1.000633	['LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197','LMC0NT197']	1.5	T	12p7	2.7	2	['2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_X5426_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/TM_Xf3/uid___A002_Xb0ebd1_Xa148_targets_line.ms','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb25e1a_X10462_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X6fe_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb28642_X7852_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X623a_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb41687_X6b8d_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X4a72_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5504_targets_line.ms/','2015.1.00196.duval/B3_uid___A001_X33e_Xf1_multi_13CO10/7M_multi_Xf5/uid___A002_Xb4264b_X5f3d_targets_line.ms/','2016.1.00063.duval/B3_uid___A001_X879_X6e5_multi_13CO10/7M_multi_X6e7/uid___A002_Xb8f857_X3977_targets_line.ms/']	['23:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','22:98GHz~98.8GHz;99.3GHz~100GHz','23:98GHz~98.8GHz;99.3GHz~100GHz','23','23','22','22','22','22','22','22','22','22','22']	0.0003	1.5	1.4	x				
